,pq_#,po_/_so_#,asn/dn_#,country,fulfill_via,vendor_inco_term,sub_classification,unit_of_measure_(per_pack),line_item_quantity,line_item_value,pack_price,unit_price,first_line_designation,freight_cost_(usd),shipment_mode,line_item_insurance_(usd),days_to_process
8244,FPQ-11022,SO-45202,DN-3189,Nigeria,From RDC,N/A - From RDC,Adult,60,109238,246877.88,2.26,0.04,Yes,20761,Air Charter,305.39,195
8245,FPQ-11022,SO-43850,DN-3199,Nigeria,From RDC,N/A - From RDC,Adult,30,45000,149850.0,3.33,0.11,Yes,20761,Air Charter,185.36,195
8246,FPQ-11022,SO-43840,DN-3197,Nigeria,From RDC,N/A - From RDC,Adult,120,7014,152764.92,21.78,0.18,Yes,20761,Air Charter,188.97,194
8247,FPQ-11032,SO-43830,DN-3203,Zambia,From RDC,N/A - From RDC,Adult,30,176213,2283720.48,12.96,0.43,Yes,31401.08,Truck,2824.96,237
8248,FPQ-10895,SO-43570,DN-3212,Zimbabwe,From RDC,N/A - From RDC,Adult,30,4800,15984.0,3.33,0.11,Yes,11133.66,Truck,19.77,285
8249,FPQ-10945,SO-43631,DN-3218,Uganda,From RDC,N/A - From RDC,Adult,30,35930,377983.6,10.52,0.35,Yes,2486.5,Air,467.57,259
8250,FPQ-11133,SO-43910,DN-3237,Uganda,From RDC,N/A - From RDC,Adult,60,44017,363580.42,8.26,0.14,No,See DN-3237 (ID#:83700),Truck,449.75,256
8251,FPQ-11022,SO-45204,DN-3240,Nigeria,From RDC,N/A - From RDC,Pediatric,60,1945,6418.5,3.3,0.06,Yes,Freight Included in Commodity Cost,Air Charter,7.94,250
8252,FPQ-11254,SO-44151,DN-3247,Côte d'Ivoire,From RDC,N/A - From RDC,Adult,30,2656,10730.24,4.04,0.13,Yes,1478.35,Truck,13.27,221
8253,FPQ-12088,SO-45030,DN-3269,"Congo, DRC",From RDC,N/A - From RDC,Adult,60,800,6608.0,8.26,0.14,No,See DN-3269 (ID#:83711),Air,8.17,333
8254,FPQ-12253,SO-45540,DN-3273,Uganda,From RDC,N/A - From RDC,Adult,60,45233,316631.0,7.0,0.12,Yes,20074.74,Truck,391.67,106
8255,FPQ-11477,SO-44270,DN-3287,Zimbabwe,From RDC,N/A - From RDC,Adult,30,59680,627833.6,10.52,0.35,Yes,4529.65,Truck,776.63,247
8256,FPQ-10633,SO-43371,DN-3294,Côte d'Ivoire,From RDC,N/A - From RDC,Pediatric,60,7600,29564.0,3.89,0.06,Yes,2751.09,Truck,41.45,351
8257,FPQ-11553,SO-44470,DN-3298,Zambia,From RDC,N/A - From RDC,Adult,60,2997,6773.22,2.26,0.04,Yes,4356.75,Truck,8.38,287
8258,FPQ-10728,SO-44772,DN-3297,Zambia,From RDC,N/A - From RDC,Adult,30,16099,198017.7,12.3,0.41,Yes,4356.75,Truck,277.62,402
8259,FPQ-11553,SO-44460,DN-3299,Zambia,From RDC,N/A - From RDC,Pediatric,90,10000,73000.0,7.3,0.08,Yes,1026.49,Truck,90.3,238
8260,FPQ-12088,SO-45031,DN-3311,"Congo, DRC",From RDC,N/A - From RDC,Pediatric,240,6339,12361.05,1.95,0.01,Yes,24505,Air,15.29,292
8261,FPQ-11884,SO-44865,DN-3318,Mozambique,From RDC,N/A - From RDC,Adult,30,70643,235241.19,3.33,0.11,No,See DN-3318 (ID#:83716),Truck,290.99,238
8262,FPQ-12587,SO-45992,DN-3326,Tanzania,From RDC,N/A - From RDC,Adult,60,13370,153220.2,11.46,0.19,Yes,10540.22,Truck,189.53,68
8263,FPQ-12255,SO-45580,DN-3333,Uganda,From RDC,N/A - From RDC,Adult,120,13040,263668.8,20.22,0.17,Yes,13508.98,Air,326.16,195
8264,FPQ-11545,SO-44350,DN-3337,Zimbabwe,From RDC,N/A - From RDC,Adult,30,131520,632611.2,4.81,0.16,Yes,12000,Truck,782.54,281
8265,FPQ-12190,SO-45360,DN-3345,Rwanda,From RDC,N/A - From RDC,Pediatric,240,5495,7967.75,1.45,0.01,Yes,4390.98,Truck,9.86,176
8266,FPQ-12838,SO-46190,DN-3348,Uganda,From RDC,N/A - From RDC,Adult,120,13164,266176.08,20.22,0.17,Yes,8604.7,Air,329.26,100
8267,FPQ-11920,SO-46130,DN-3349,Dominican Republic,From RDC,N/A - From RDC,Adult,60,288,650.88,2.26,0.04,No,See DN-3349 (ID#:83720),Air,0.81,225
8268,FPQ-11884,SO-44866,DN-3350,Mozambique,From RDC,N/A - From RDC,Adult,60,21410,133812.5,6.25,0.1,No,See DN-3350 (ID#:83165),Truck,165.53,213
8269,FPQ-11920,SO-46140,DN-3356,Dominican Republic,From RDC,N/A - From RDC,Adult,60,15080,105560.0,7.0,0.12,Yes,15181,Air,130.58,225
8270,FPQ-12015,SO-44980,DN-3347,Tanzania,From RDC,N/A - From RDC,Pediatric,100,56540,73502.0,1.3,0.01,No,See DN-3347 (ID#:82611),Truck,90.92,218
8271,FPQ-12066,SO-45091,DN-3361,Zambia,From RDC,N/A - From RDC,Adult,60,9984,22563.84,2.26,0.04,No,See DN-3361 (ID#:83172),Truck,27.91,237
8272,FPQ-11253,SO-44210,DN-3371,Côte d'Ivoire,From RDC,N/A - From RDC,Adult,120,6269,131649.0,21.0,0.18,No,See DN-3371 (ID#:83174),Truck,162.85,340
8273,FPQ-11253,SO-44210,DN-3371,Côte d'Ivoire,From RDC,N/A - From RDC,Adult,60,14300,118118.0,8.26,0.14,No,See DN-3371 (ID#:83174),Truck,146.11,340
8274,FPQ-12087,SO-45100,DN-3396,Zambia,From RDC,N/A - From RDC,Adult,120,46009,942264.32,20.48,0.17,Yes,30981.39,Truck,1165.58,332
8275,FPQ-12190,SO-45400,DN-3399,Rwanda,From RDC,N/A - From RDC,Adult,60,89520,768081.6,8.58,0.14,Yes,13380.52,Truck,950.12,231
8276,FPQ-13042,SO-46680,DN-3401,Tanzania,From RDC,N/A - From RDC,Adult,60,59498,134465.48,2.26,0.04,No,See DN-3401 (ID#:83180),Truck,166.33,108
8277,FPQ-12800,SO-46360,DN-3418,Côte d'Ivoire,From RDC,N/A - From RDC,Adult,60,9300,106578.0,11.46,0.19,No,See DN-3418 (ID#:83182),Air,131.84,133
8278,FPQ-12619,SO-46100,DN-3409,Guyana,From RDC,N/A - From RDC,Adult,30,3402,19969.74,5.87,0.2,Yes,4523,Air,24.7,160
8279,FPQ-12190,SO-45401,DN-3424,Rwanda,From RDC,N/A - From RDC,Pediatric,240,5233,7587.85,1.45,0.01,Yes,6638.3,Truck,9.39,294
8280,FPQ-12619,SO-46090,DN-3425,Guyana,From RDC,N/A - From RDC,Pediatric,90,96,892.8,9.3,0.1,No,See DN-3425 (ID#:82618),Air,1.1,157
8281,FPQ-11864,SO-44930,DN-3434,Nigeria,From RDC,N/A - From RDC,Adult,60,67334,577725.72,8.58,0.14,Yes,26340,Air Charter,714.65,266
8282,FPQ-11545,SO-44361,DN-3460,Zimbabwe,From RDC,N/A - From RDC,Adult,30,39360,189321.6,4.81,0.16,Yes,10900,Truck,234.19,370
8283,FPQ-12800,SO-46370,DN-3470,Côte d'Ivoire,From RDC,N/A - From RDC,Pediatric,60,5800,22562.0,3.89,0.06,Yes,2431.36,Air,27.91,164
8284,FPQ-13296,SO-47260,DN-3462,Haiti,From RDC,N/A - From RDC,Adult,120,1865,38195.2,20.48,0.17,Yes,5819.7,Air,39.26,56
8285,FPQ-12800,SO-46340,DN-3469,Côte d'Ivoire,From RDC,N/A - From RDC,Adult,30,7130,33511.0,4.7,0.16,Yes,2431.39,Air,41.45,164
8286,FPQ-12602,SO-46020,DN-3381,Burundi,From RDC,N/A - From RDC,Adult,120,88,1848.0,21.0,0.18,Yes,771.9,Air,2.29,196
8287,FPQ-12801,SO-46530,DN-3489,Nigeria,From RDC,N/A - From RDC,Pediatric,60,11605,24950.75,2.15,0.04,Yes,49199.75,Air Charter,30.86,162
8288,FPQ-13457,SO-47480,DN-3492,Rwanda,From RDC,N/A - From RDC,Pediatric,90,2586,24049.8,9.3,0.1,Yes,2737.75,Truck,24.72,79
8289,FPQ-13173,SO-47110,DN-3493,South Sudan,From RDC,N/A - From RDC,Adult,60,378,854.28,2.26,0.04,Yes,6333,Air,0.88,108
8290,FPQ-12766,SO-46483,DN-3497,Rwanda,From RDC,N/A - From RDC,Adult,30,1303,6124.1,4.7,0.16,No,See DN-3497 (ID#:82640),Truck,7.58,206
8291,FPQ-12800,SO-46351,DN-3511,Côte d'Ivoire,From RDC,N/A - From RDC,Pediatric,60,9500,38000.0,4.0,0.07,Yes,3051.95,Air,47.01,207
8292,FPQ-12253,SO-45520,DN-3516,Uganda,From RDC,N/A - From RDC,Pediatric,60,1864,7456.0,4.0,0.07,Yes,790.29,Air,9.22,300
8293,FPQ-12587,SO-45999,DN-3531,Tanzania,From RDC,N/A - From RDC,Adult,60,11022,125209.92,11.36,0.19,No,See DN-3531 (ID#:83761),Truck,154.88,235
8294,FPQ-12416,SO-45898,DN-3537,Mozambique,From RDC,N/A - From RDC,Adult,60,164250,1409265.0,8.58,0.14,Yes,14509.09,Truck,1743.26,264
8295,FPQ-11864,SO-44920,DN-3540,Nigeria,From RDC,N/A - From RDC,Pediatric,60,2085,8340.0,4.0,0.07,Yes,30936.1,Air Charter,10.32,342
8296,FPQ-12248,SO-45664,DN-3541,Nigeria,From RDC,N/A - From RDC,Adult,30,89490,972756.3,10.87,0.36,Yes,30936.1,Air Charter,1203.3,289
8297,FPQ-13123,SO-47081,DN-3558,Mozambique,From RDC,N/A - From RDC,Adult,60,1330,3005.8,2.26,0.04,No,See DN-3558 (ID#:83766),Truck,3.09,165
8298,FPQ-13554,SO-47630,DN-3561,"Congo, DRC",From RDC,N/A - From RDC,Pediatric,240,440,818.4,1.86,0.01,No,See DN-3561 (ID#:82654),Air,0.84,162
8299,FPQ-12421,SO-45900,DN-3564,Mozambique,From RDC,N/A - From RDC,Adult,30,180194,1958708.78,10.87,0.36,Yes,Freight Included in Commodity Cost,Truck,2422.92,280
8300,FPQ-11253,SO-44221,DN-3566,Côte d'Ivoire,From RDC,N/A - From RDC,Adult,60,70300,473119.0,6.73,0.11,Yes,23776.42,Truck,585.25,500
8301,FPQ-12800,SO-46361,DN-3567,Côte d'Ivoire,From RDC,N/A - From RDC,Pediatric,240,2867,6020.7,2.1,0.01,Yes,18607.76,Air,7.45,262
8302,FPQ-13109,SO-46960,DN-3572,Zimbabwe,From RDC,N/A - From RDC,Pediatric,240,595,5063.45,8.51,0.04,Yes,7300,Truck,5.21,169
8303,FPQ-12766,SO-46480,DN-3579,Rwanda,From RDC,N/A - From RDC,Adult,60,49998,412983.48,8.26,0.14,No,See DN-3579 (ID#:83217),Truck,510.86,255
8304,FPQ-13123,SO-47083,DN-3580,Mozambique,From RDC,N/A - From RDC,Adult,60,54997,454275.22,8.26,0.14,No,See DN-3580 (ID#:83772),Truck,466.99,178
8305,FPQ-13123,SO-47083,DN-3580,Mozambique,From RDC,N/A - From RDC,Adult,30,4629,51613.35,11.15,0.37,No,See DN-3580 (ID#:83772),Truck,53.06,178
8306,FPQ-13173,SO-47100,DN-3581,South Sudan,From RDC,N/A - From RDC,Adult,120,507,10175.49,20.07,0.17,No,See DN-3581 (ID#:83219),Air,10.46,149
8307,FPQ-13071,SO-46800,DN-3585,Guyana,From RDC,N/A - From RDC,Adult,60,287,2009.0,7.0,0.12,No,See DN-3585 (ID#:83223),Air,2.07,240
8308,FPQ-13071,SO-46800,DN-3585,Guyana,From RDC,N/A - From RDC,Pediatric,240,190,399.0,2.1,0.01,No,See DN-3585 (ID#:83223),Air,0.41,240
8309,FPQ-13609,SO-47930,DN-3590,Ghana,From RDC,N/A - From RDC,Adult,30,16834,182985.58,10.87,0.36,Yes,38560.67,Air,188.11,57
8310,FPQ-12800,SO-46430,DN-3599,Côte d'Ivoire,From RDC,N/A - From RDC,Adult,30,4400,17776.0,4.04,0.13,Yes,39329.03,Truck,21.99,286
8311,FPQ-13293,SO-47281,DN-3622,Nigeria,From RDC,N/A - From RDC,Pediatric,60,10819,23260.85,2.15,0.04,Yes,29674.91,Air Charter,23.91,164
8312,FPQ-13567,SO-47730,DN-3626,Guyana,From RDC,N/A - From RDC,Pediatric,240,176,369.6,2.1,0.01,No,See DN-3626 (ID#:83781),Air,0.38,141
8313,FPQ-13123,SO-47084,DN-3627,Mozambique,From RDC,N/A - From RDC,Adult,60,100000,811000.0,8.11,0.14,No,See DN-3627 (ID#:83782),Truck,833.71,233
8314,FPQ-13124,SO-47041,DN-3628,Mozambique,From RDC,N/A - From RDC,Adult,30,127671,1423531.65,11.15,0.37,No,See DN-3628 (ID#:83234),Truck,1463.39,266
8315,FPQ-13567,SO-47740,DN-3640,Guyana,From RDC,N/A - From RDC,Pediatric,240,36,301.68,8.38,0.03,Yes,892.96,Air,0.31,117
8316,FPQ-12766,SO-46486,DN-3641,Rwanda,From RDC,N/A - From RDC,Adult,60,15862,128640.82,8.11,0.14,Yes,5445.73,Truck,159.13,322
8317,FPQ-12766,SO-46485,DN-3642,Rwanda,From RDC,N/A - From RDC,Adult,30,30205,325609.9,10.78,0.36,No,See DN-3642 (ID#:82668),Truck,402.78,322
8318,FPQ-13221,SO-47201,DN-3648,Zambia,From RDC,N/A - From RDC,Adult,30,27900,129456.0,4.64,0.15,Yes,19564.23,Truck,133.08,224
8319,FPQ-13554,SO-47631,DN-3654,"Congo, DRC",From RDC,N/A - From RDC,Adult,60,1000,5500.0,5.5,0.09,Yes,3298.78,Air,5.65,233
8320,FPQ-13142,SO-47130,DN-3655,Côte d'Ivoire,From RDC,N/A - From RDC,Adult,30,489,6611.28,13.52,0.45,No,See DN-3655 (ID#:83237),Truck,6.8,232
8321,FPQ-13123,SO-47086,DN-3695,Mozambique,From RDC,N/A - From RDC,Adult,60,74623,605192.53,8.11,0.14,Yes,7048.57,Truck,622.14,319
8322,FPQ-12766,SO-46501,DN-3699,Rwanda,From RDC,N/A - From RDC,Adult,30,53705,249191.2,4.64,0.15,Yes,34837.8,Truck,308.25,368
8323,FPQ-13142,SO-47155,DN-3708,Côte d'Ivoire,From RDC,N/A - From RDC,Pediatric,240,6738,14149.8,2.1,0.01,Yes,32022.51,Truck,14.55,232
8324,FPQ-12587,SO-46006,DN-3709,Tanzania,From RDC,N/A - From RDC,Adult,30,34733,199367.42,5.74,0.19,Yes,5989.25,Truck,246.62,343
8325,FPQ-13566,SO-47652,DN-3643,Tanzania,From RDC,N/A - From RDC,Adult,30,43479,516965.31,11.89,0.4,Yes,12435.18,Truck,531.44,156
8326,FPQ-13627,SO-47670,DN-3712,Burundi,From RDC,N/A - From RDC,Adult,120,200,4008.0,20.04,0.17,No,See DN-3712 (ID#:83795),Air,4.12,158
8327,FPQ-12602,SO-46023,DN-3739,Burundi,From RDC,N/A - From RDC,Adult,120,112,2207.52,19.71,0.16,No,See DN-3739 (ID#:83804),Air,2.73,365
8328,FPQ-13123,SO-47092,DN-3752,Mozambique,From RDC,N/A - From RDC,Adult,60,24768,61672.32,2.49,0.04,Yes,11701.65,Truck,63.4,319
8329,FPQ-13042,SO-46701,DN-3762,Tanzania,From RDC,N/A - From RDC,Pediatric,100,43293,56280.9,1.3,0.01,No,See DN-3762 (ID#:82685),Air,69.62,370
8330,FPQ-13221,SO-47200,DN-3888,Zambia,From RDC,N/A - From RDC,Adult,30,17801,82418.63,4.63,0.15,Yes,1966.09,Truck,84.73,351
8331,FPQ-13628,SO-47871,DN-3897,Côte d'Ivoire,From RDC,N/A - From RDC,Pediatric,60,697,1387.03,1.99,0.03,Yes,270.74,Truck,1.43,233
8332,FPQ-14105,SO-48652,DN-3877,Zambia,From RDC,N/A - From RDC,Adult,60,35000,228200.0,6.52,0.11,No,See DN-3877 (ID#:83254),Truck,234.59,184
8333,FPQ-12801,SO-46540,DN-3790,Nigeria,From RDC,N/A - From RDC,Pediatric,60,27137,110990.33,4.09,0.07,Yes,28812.58,Air Charter,137.3,323
8334,FPQ-13142,SO-47135,DN-3798,Côte d'Ivoire,From RDC,N/A - From RDC,Adult,30,71,959.92,13.52,0.45,Yes,22.29,Truck,0.99,289
8335,FPQ-13628,SO-47870,DN-3799,Côte d'Ivoire,From RDC,N/A - From RDC,Pediatric,60,7303,14532.97,1.99,0.03,Yes,2286.63,Truck,14.94,190
8336,FPQ-14112,SO-48610,DN-3804,Burundi,From RDC,N/A - From RDC,Adult,60,1056,8564.16,8.11,0.14,Yes,994.25,Air,8.8,105
8337,FPQ-14111,SO-48811,DN-3814,Rwanda,From RDC,N/A - From RDC,Pediatric,240,800,6800.0,8.5,0.04,Yes,2282.79,Truck,6.99,115
8338,FPQ-14042,SO-48510,DN-3817,Guyana,From RDC,N/A - From RDC,Adult,30,2238,12846.12,5.74,0.19,No,See DN-3817 (ID#:83822),Air,13.21,152
8339,FPQ-13692,SO-47991,DN-3822,Zambia,From RDC,N/A - From RDC,Pediatric,60,18027,73730.43,4.09,0.07,Yes,1765.18,Truck,75.79,242
8340,FPQ-13967,SO-48431,DN-3824,Zimbabwe,From RDC,N/A - From RDC,Pediatric,60,23999,47758.01,1.99,0.03,Yes,7500,Truck,49.1,124
8341,FPQ-13508,SO-47540,DN-3825,Zimbabwe,From RDC,N/A - From RDC,Adult,30,140000,648200.0,4.63,0.15,No,See DN-3825 (ID#:82702),Truck,666.35,223
8342,FPQ-14252,SO-48860,DN-3836,"Congo, DRC",From RDC,N/A - From RDC,Adult,60,2725,5940.5,2.18,0.04,No,See DN-3836 (ID#:83825),Air,6.11,211
8343,FPQ-13693,SO-47850,DN-3841,Uganda,From RDC,N/A - From RDC,Adult,120,3426,69273.72,20.22,0.17,Yes,2676,Truck,71.21,160
8344,FPQ-14042,SO-48520,DN-3844,Guyana,From RDC,N/A - From RDC,Adult,120,1603,31595.13,19.71,0.16,No,See DN-3844 (ID#:82710),Air,32.48,149
8345,FPQ-13123,SO-47080,DN-3828,Mozambique,From RDC,N/A - From RDC,Adult,60,5232,13027.68,2.49,0.04,No,See DN-3828 (ID#:82713),Truck,13.39,382
8346,FPQ-13679,SO-48010,DN-3860,Zambia,From RDC,N/A - From RDC,Adult,60,5432,61001.36,11.23,0.19,Yes,635.95,Truck,62.71,246
8347,FPQ-13221,SO-47206,DN-3876,Zambia,From RDC,N/A - From RDC,Adult,30,14055,65074.65,4.63,0.15,Yes,1335.02,Truck,66.9,340
8348,FPQ-13293,SO-47274,DN-3913,Nigeria,From RDC,N/A - From RDC,Adult,60,6,48.66,8.11,0.14,Yes,26731,Air Charter,0.05,290
8349,FPQ-13293,SO-47280,DN-3917,Nigeria,From RDC,N/A - From RDC,Adult,60,105344,708965.12,6.73,0.11,Yes,61850,Air Charter,728.82,290
8350,FPQ-13692,SO-47993,DN-3942,Zambia,From RDC,N/A - From RDC,Adult,60,1240,6919.2,5.58,0.09,Yes,4937.65,Truck,7.11,265
8351,FPQ-14226,SO-48884,DN-3944,Mozambique,From RDC,N/A - From RDC,Adult,30,80,302.4,3.78,0.13,No,See DN-3944 (ID#:82733),Truck,0.31,195
8352,FPQ-14111,SO-48770,DN-3948,Rwanda,From RDC,N/A - From RDC,Pediatric,60,8953,45570.77,5.09,0.08,Yes,6220.48,Air,46.85,181
8353,FPQ-14162,SO-48672,DN-3950,Zambia,From RDC,N/A - From RDC,Adult,60,79914,527432.4,6.6,0.11,Yes,9410.57,Truck,542.2,181
8354,FPQ-13692,SO-47990,DN-3951,Zambia,From RDC,N/A - From RDC,Pediatric,60,25000,100000.0,4.0,0.07,No,See DN-3951 (ID#:82735),Truck,102.8,258
8355,FPQ-14226,SO-48885,DN-3957,Mozambique,From RDC,N/A - From RDC,Adult,30,20673,95922.72,4.64,0.15,No,See DN-3957 (ID#:83283),Truck,98.61,213
8356,FPQ-13812,SO-48160,DN-3969,Rwanda,From RDC,N/A - From RDC,Adult,60,178258,402863.08,2.26,0.04,Yes,23340.84,Truck,414.14,254
8357,FPQ-14576,SO-49290,DN-3975,"Congo, DRC",From RDC,N/A - From RDC,Pediatric,60,800,1592.0,1.99,0.03,No,See DN-3975 (ID#:82748),Air,1.64,224
8358,FPQ-14156,SO-48904,DN-3995,Nigeria,From RDC,N/A - From RDC,Adult,60,76832,500944.64,6.52,0.11,Yes,14251,Air Charter,514.97,192
8359,FPQ-14156,SO-48906,DN-4000,Nigeria,From RDC,N/A - From RDC,Adult,60,7526,41393.0,5.5,0.09,Yes,1263,Air Charter,42.55,192
8360,FPQ-14112,SO-48620,DN-4003,Burundi,From RDC,N/A - From RDC,Adult,30,3240,33210.0,10.25,0.34,Yes,4373.84,Air,34.14,220
8361,FPQ-14811,SO-49941,DN-4011,Rwanda,From RDC,N/A - From RDC,Pediatric,60,1766,3514.34,1.99,0.03,Yes,1330.99,Truck,3.61,30
8362,FPQ-14111,SO-48790,DN-4012,Rwanda,From RDC,N/A - From RDC,Adult,60,21739,48043.19,2.21,0.04,No,See DN-4012 (ID#:82755),Truck,49.39,272
8363,FPQ-14396,SO-48973,DN-4019,Uganda,From RDC,N/A - From RDC,Adult,30,52500,168525.0,3.21,0.11,Yes,6852.08,Truck,173.24,201
8364,FPQ-13628,SO-47912,DN-4024,Côte d'Ivoire,From RDC,N/A - From RDC,Adult,120,10275,213720.0,20.8,0.17,No,See DN-4024 (ID#:82756),Truck,219.7,383
8365,FPQ-14811,SO-49951,DN-4040,Rwanda,From RDC,N/A - From RDC,Pediatric,60,3238,16481.42,5.09,0.08,No,See DN-4040 (ID#:82758),Truck,16.94,82
8366,FPQ-14396,SO-48993,DN-4041,Uganda,From RDC,N/A - From RDC,Pediatric,60,2368,9685.12,4.09,0.07,No,See DN-4041 (ID#:83291),Truck,9.96,244
8367,FPQ-14893,SO-49980,DN-4042,Rwanda,From RDC,N/A - From RDC,Pediatric,240,10401,15705.51,1.51,0.01,Yes,28001.97,Air,16.15,96
8368,FPQ-14811,SO-49960,DN-4044,Rwanda,From RDC,N/A - From RDC,Pediatric,60,2196,7905.6,3.6,0.06,Yes,2232.42,Truck,8.13,77
8369,FPQ-13628,SO-47881,DN-4063,Côte d'Ivoire,From RDC,N/A - From RDC,Adult,30,32884,320947.84,9.76,0.33,Yes,9264.13,Truck,329.93,363
8370,FPQ-15610,SO-50590,DN-4090,Haiti,From RDC,N/A - From RDC,Adult,120,2000,37800.0,18.9,0.16,Yes,5413.7,Air,44.49,61
8371,FPQ-14843,SO-49710,DN-4096,Mozambique,From RDC,N/A - From RDC,Adult,30,438409,4278871.84,9.76,0.33,No,See DN-4096 (ID#:83304),Truck,4398.68,208
8372,FPQ-14156,SO-48893,DN-4098,Nigeria,From RDC,N/A - From RDC,Adult,60,335999,2593912.28,7.72,0.13,Yes,116593,Air Charter,2666.54,270
8373,FPQ-14156,SO-48893,DN-4098,Nigeria,From RDC,N/A - From RDC,Adult,60,1,7.72,7.72,0.13,No,See DN-4098 (ID#:84443),Air Charter,0.01,270
8374,FPQ-15638,SO-50630,DN-4109,Uganda,From RDC,N/A - From RDC,Adult,60,74896,163273.28,2.18,0.04,Yes,41735,Air,192.17,57
8375,FPQ-14784,SO-49580,DN-4110,Zambia,From RDC,N/A - From RDC,Pediatric,60,4000,7960.0,1.99,0.03,Yes,274.51,Truck,8.18,192
8376,FPQ-14784,SO-49630,DN-4111,Zambia,From RDC,N/A - From RDC,Adult,30,65000,208650.0,3.21,0.11,No,See DN-4111 (ID#:83882),Truck,214.49,192
8377,FPQ-14458,SO-49170,DN-4112,Zimbabwe,From RDC,N/A - From RDC,Adult,30,400000,3904000.0,9.76,0.33,Yes,77960.08,Truck,4013.31,238
8378,FPQ-14575,SO-49282,DN-4117,Zambia,From RDC,N/A - From RDC,Adult,60,71377,465378.04,6.52,0.11,Yes,15715.08,Truck,478.41,224
8379,FPQ-14370,SO-49080,DN-4137,Côte d'Ivoire,From RDC,N/A - From RDC,Adult,60,5,32.6,6.52,0.11,Yes,6443.5,Truck,0.03,311
8380,FPQ-15632,SO-50730,DN-4141,Rwanda,From RDC,N/A - From RDC,Pediatric,60,10000,36000.0,3.6,0.06,Yes,3989.81,Air,42.37,97
8381,FPQ-14575,SO-49280,DN-4154,Zambia,From RDC,N/A - From RDC,Adult,60,54000,352080.0,6.52,0.11,Yes,46157.86,Truck,361.94,258
8382,FPQ-15196,SO-50000,DN-4156,Zimbabwe,From RDC,N/A - From RDC,Adult,30,94661,908745.6,9.6,0.32,No,See DN-4156 (ID#:83893),Truck,1069.59,153
8383,FPQ-13967,SO-48420,DN-4159,Zimbabwe,From RDC,N/A - From RDC,Pediatric,60,6180,24411.0,3.95,0.07,No,See DN-4159 (ID#:83316),Truck,25.09,351
8384,FPQ-15406,SO-50280,DN-4178,Burundi,From RDC,N/A - From RDC,Adult,30,7380,73726.2,9.99,0.33,Yes,7006.47,Air,86.78,131
8385,FPQ-14766,SO-51090,DN-4190,Nigeria,From RDC,N/A - From RDC,Adult,30,84991,815913.6,9.6,0.32,Yes,65310.33,Air Charter,838.76,219
8386,FPQ-15294,SO-50050,DN-4218,Uganda,From RDC,N/A - From RDC,Pediatric,60,8193,15730.56,1.92,0.03,No,See DN-4218 (ID#:83326),Truck,18.51,193
8387,FPQ-15229,SO-50490,DN-4247,Mozambique,From RDC,N/A - From RDC,Adult,30,5000,67450.0,13.49,0.45,Yes,708.23,Truck,79.39,241
8388,FPQ-15259,SO-50100,DN-4255,Côte d'Ivoire,From RDC,N/A - From RDC,Adult,60,1963,15154.36,7.72,0.13,No,See DN-4255 (ID#:83911),Truck,17.84,238
8389,FPQ-14784,SO-49622,DN-4257,Zambia,From RDC,N/A - From RDC,Adult,30,43000,412800.0,9.6,0.32,Yes,80039.1,Truck,424.36,276
8390,FPQ-14989,SO-49936,DN-4261,Nigeria,From RDC,N/A - From RDC,Adult,30,290000,2784000.0,9.6,0.32,Yes,69097.98,Air Charter,2861.95,222
8391,FPQ-15195,SO-50123,DN-4264,Mozambique,From RDC,N/A - From RDC,Adult,30,5763,26625.06,4.62,0.15,Yes,3610,Truck,31.34,251
8392,FPQ-14989,SO-49939,DN-4269,Nigeria,From RDC,N/A - From RDC,Adult,120,19100,360990.0,18.9,0.16,Yes,8228.24,Air Charter,371.1,222
8393,FPQ-14989,SO-51422,DN-4274,Nigeria,From RDC,N/A - From RDC,Pediatric,60,112000,403200.0,3.6,0.06,Yes,16941,Air Charter,414.49,245
8394,FPQ-14989,SO-51425,DN-4278,Nigeria,From RDC,N/A - From RDC,Adult,60,1220,6502.6,5.33,0.09,No,See DN-4278 (ID#:83338),Air Charter,6.68,245
8395,FPQ-14989,SO-51426,DN-4280,Nigeria,From RDC,N/A - From RDC,Adult,60,14000,108080.0,7.72,0.13,Yes,4065,Air Charter,111.11,245
8396,FPQ-16158,SO-51260,DN-4283,"Congo, DRC",From RDC,N/A - From RDC,Adult,60,14329,110619.88,7.72,0.13,No,See DN-4283 (ID#:83912),Air,130.2,149
8397,FPQ-14989,SO-51427,DN-4290,Nigeria,From RDC,N/A - From RDC,Adult,60,46695,360485.4,7.72,0.13,No,See DN-4290 (ID#:83340),Air Charter,370.58,271
8398,FPQ-15622,SO-50700,DN-4299,Rwanda,From RDC,N/A - From RDC,Adult,60,34858,227274.16,6.52,0.11,Yes,Freight Included in Commodity Cost,Truck,267.5,189
8399,FPQ-15259,SO-50102,DN-4313,Côte d'Ivoire,From RDC,N/A - From RDC,Adult,60,18928,123410.56,6.52,0.11,No,See DN-4313 (ID#:83921),Truck,145.25,287
8400,FPQ-14784,SO-49600,DN-4316,Zambia,From RDC,N/A - From RDC,Adult,30,51335,512836.65,9.99,0.33,Yes,Freight Included in Commodity Cost,Truck,527.2,387
8401,FPQ-14784,SO-49610,DN-4328,Zambia,From RDC,N/A - From RDC,Adult,60,80901,897192.09,11.09,0.18,No,Freight Included in Commodity Cost,Truck,922.31,387
